word	roman
เว็บเบราว์เซอร์	web browser
วิกิพีเดีย	wikipedia
วิกิ	wiki
วายฟาย	wifi
วัตต์	watt
เว็บไซต์	website
วินโดวส์วิสตา	windows vista
วอร์ไดต์	wardite
เว็บบอร์ด	webboard
ไวโอลิน	violin
เวบไซต์	website
วอลบอร์ไทต์	volborthite
เวโลกาไนต์	weloganite
วาริสไซต์	variscite
วิดีโอ	video
เวอร์ชัน	version
วุลแฟรม	wolfram
เวตเทรนนิง	weight training
วาร์ลามอฟไฟต์	varlamoffite
ไวโอลาน	violan
วิลเลียม	william
เวอร์ดีไลต์	verdelite
วิสกี้	whisky
วุดเฮาไซต์	woodhouseite
วอล์กอิน	walkin
วอลล์เปเปอร์	wallpaper
เวต	weight
เวอร์ชั่น	version
เว็บไซท์	website
วีแชต	wechat
วิตล็อกไทต์	whitlockite
วิลเลไมต์	willemite
วอบเบลอร์	wobbler
แวนต์ฮอฟไฟต์	vanthoffite
วิดิโอ	video
เว็บเซอร์วิส	web service
วิว	view
วาติกัน	vatican
วอฟเฟิล	waffle
วินเทจ	vintage
เวิลด์	world
เวิร์ก	work
เวิร์ตไซต์	wurtzite
วาคอม	wacom
ไวน์	wine
วีซูเวียไนต์	vesuvianite
เวย์น รูนี่ย์	wayne rooney
แวเลนทิไนต์	valentinite
โวลลาสโทไนต์	wollastonite
ว็อกไซต์	vauxite
วูสไทต์	wustite
วิปปิงครีม	whipping cream
วิตามิน	vitamin
วิกิลีกส์	wikileaks
วัคซีน	vaccine
วีต์ไชต์	veatchite
วานาดิไนต์	vanadinite
เวอร์เนอไรต์	wernerite
วุลแฟรไมต์	wolframite
วิลเลจดรัม	village drum
ไวฟาย	wifi
วุลไฟต์	wolfeite
เวอร์ชวล	virtual
เวอร์มิคิวไลต์	vermiculite
วิดีโอคลิป	video clip
ไวโอลาไรต์	violarite
วอนเซไนต์	vonsenite
วอล์กเอาต์	walk out
เวนต์	vent
วอล์ก	walk
วุลฟีไนต์	wulfenite
เวอร์ไดต์	verdite
เวิร์ดโพรเซสเซอร์	word processor
ไวไทต์	whiteite
วาล์ว	valve
เวียดนาม	vietnam
วีก	week
วิดีโอ	vdo
วิเทอไรต์	witherite
วอร์รูม	war room
วินโดวส์	windows
วิสเทค	vistec
ไวรัส	virus
วิกตอเรีย	victoria
เว็บ	web
เวิร์กชอป	workshop
สติบไนต์	stibnite
สยามสปอร์ต ซินดิเคต	siam sport syndicate
สไปก์	spike
สตรอว์เบอร์รี	strawberry
สแตนดี	standy
สปาเกตตี	spaghetti
สวิตช์	switch
สโนว์บอร์ด	snowboard
สปอดูมีน	spodumene
สเปสซาร์ทีน	spessartine
สตรันไซต์	strunzint
สเปอร์ริไลต์	sperrylite
สเป็ก	spec
สแตนไนต์	stannite
สเตโกซอรัส	stegosaurus
สเต๊ก	steak
สกอลิไซต์	scolecite
สเตรนไจต์	strengite
สไลซ์	slice
สวีต	sweet
สฟีน	sphene
สติลไบต์	stilbite
สตูดิโอ	studio
สตรูเวอร์ไรต์	struverite
สมิทซอไนต์	smithsonite
เสิร์ช	search
สกริปต์	script
สแล็ก	slag
สมาร์ตโฟน	smart phone
สเตร็ปโทค็อกคัส	streptococcus
สตรอว์เบร์รี	strawberry
สเปสซาร์ไทต์	spessertite
แสตมป์	stamp
สตัน	stun
สตาร์ตอัป	startup
สปอยล์	spoil
สฟาเลอไรต์	sphalerite
สตันต์แมน	stuntman
สมาร์ตการ์ด	smart card
สเตป	step
สมูทที	smoothie
สตรอนเชียม	strontium
สติโชไวต์	stishovite
สกุตเทอรูไดต์	skutterudite
สเตอร์มาไนต์	sturmanite
สปีดโบต	speedboat
สกูป	scoop
สติชไทต์	stichtite
เสิร์ชเอ็นจิ้น	search engine
สฟีโรโคบอลไทต์	sphaerocobaltite
สแตนดาร์ด	standard
สปอร์	spore
สติบิโคไนต์	stibiconite
สแตนเดิร์ด	standard
สเตซี่ย์	stacy
สเตอรอล	sterol
สโตรโบสโคป	stroboscope
สปริง	spring
สติบิโอแทนทาไลต์	stibiotantalite
สเปอร์ไรต์	spurrite
สแนป	snap
สเตฟาไนต์	stephanite
สติบาร์เซน	stibarsen
สแกโพไลต์	scapolite
สเปกตรัม	spectrum
สไตล์	style
สคัดเดอร์	scudder
สเป็ค	spec
สปายแวร์	spyware
สกอโรไดต์	scorodite
สปอนเซอร์	sponsor
สปาเกตตี	spaghetti 
สปิเนล	spinel
สแคร์โคร์ว	scarecrow
สปอติฟาย	spotify
สเปรย์	spray
สตัฟ	stuff
สแกน	scan
สแกนเดียม	scandium
สวีต	suite
สต็อก	stock
สตริกนิน	strychnine
สเตนเลสสตีล	stainless steel
สป็อตไลต์	spotlight
สกอร์ซาไลต์	scorzaalite
สเปกโทรสโกป	spectroscope
สเตย์	stay
สเลต	slate
สเกตช์	sketch
สตีฟ บัลเมอร์	steve ballmer
สไลด์	slide
สตอร์มเซิร์จ	storm surge
สแควร์รูต	square root
สตีไทต์	steatite
สตู	stew
สติแรโคซอรัส	styracosaurus
สปุตนิก ไลท์	sputnik light
สวิตซ์	switch
สตาร์ทอัพ	startup
สกวิด	squid
สมูทตี้	smoothie
สเวต	sweat
สปา	spa
สมอลไทต์	smaltite
สตอเบอร์รี่	strawberry
เสิร์ชเอ็นจิน	search engine
สตอร์	store
สเปค	spec
สปอต	spot
สแวนเบอร์ไจต์	svanbergite
สมาร์ทโฟน	smart phone
สกี	ski
สมาร์ตโฟน	smartphone
สตาร์ตอัป	startup
สไปซี	spicy
สเปก	spec
สตาร์ต	start
สังกะสี	zinc
สแตฟ	staff
สเตลเลอไรต์	stellerite
สตัฟฟ์	stuff
สมาร์ทโฟน	smartphone
สติกเกอร์	sticker
สกลอดอว์สไกต์	sklodowskite
สารหนู	arsenic
สปอร์ต	sport
โหลด	load
โหวต	vote
หยก	jade
เหล็ก	iron
แอบาโลนี	abalone
อาซาร์	azar
เอ็มบริโอ	embryo
อาร์ก	arc
ออร์บิต	orbit
โอเอส	os
โอดอนโทไลต์	odontolite
แอดดัมส์	addams
เอดิงโทไนต์	edingtonite
แอนทิโกไรต์	antigorite
อินเดียม	indium
แอกทิโนไลต์	actinolite
แอโดเลสเซนซ์	adolescence
แอโลวีรา	aloe vera
ไอพอด	ipod
โอลด์โรส	olg rose
อินจอย	enjoy
อะพาร์ตเมนต์	apartment
อาลดริน	aldrin
ออลดริน	aldrin
อะราบิกา	arabica
อะนอร์โทเคลส	anorthoclase
แอมะซอนสโตน	amazon stone
อะเดล	adele
แองเกิล	angle
แอ็กชัน	action
แอกเซส	access
เอฟบีไอ	fbi
อะแด็ปเตอร์	adapter
แอมบุช	ambush
อาลาการ์ต	a la carte
อาร์โกต์	argot
อินเทล	intel
อินซูลิน	insulin
อูวาโรไวต์	uvarovite
อินเทอร์พรีเตอร์	interpreter
แอนโยไลต์	anyolite
อะโกโกเบล	agogo bell
โอเพ่นซอร์ส	open source
เอฟเฟกต์	effect
อะนิว	anew
อิตเทรียม	yttrium
แอลกอฮอล์	alcohol
อีเมล	email
แอดเวนต์	advent
เอชไอวี	hiv
อิมมิวโนโกลบิวลิน	immunoglobulin
โอบามา	obama
อะตอม	atom
แอสฟัลต์	asphalt
แอควา	aqua
ออไจต์	augite
แอเจิล	agile
เอ๊กซ์	x
แอลจี	lg
แอดเวนเชอร์	adventure
อะแพโทซอรัส	apatosaurus
แอพพลิเคชั่น	application
อ็อปชัน	option
อาร์เซนิก	arsenic
แอลลาไนต์	allanite
อาร์กติก	arctic
อินสตาแกรม	instagram
แอโกนี	agony
เอรีส	aries
แอนาพาไอต์	anapaite
แอนโทฟิลไลต์	anthophyllite
แอนไฮไดรต์	anhydrite
อัลตราไวโอเลต	ultraviolet
อิตเทอร์เบียม	ytterbium
แอปฯ	app
โอพาไลต์	opalite
โอเมกา 3	omega 3
อัลลอย	alloy
อิมพัลส์	impulse
อิลวาไอต์	ilvaite
แอโคไลต์	acolyte
ออสทิไนต์	austinite
ออกซิเจน	oxygen
อะคริลิก	acrylic
อิเล็กตรอน	electron
แอกซิไนต์	axinite
แอโรบิก	aerobic
เอกซเรย์	xray
อีแมกะซีน	emagazine
ออร์พิเมนต์	orpiment
อะลูไนต์	alunite
อาร์มิเจอร์	armiger
แอมโม	ammo
อะนอร์ไทต์	anorthite
อิมัลชัน	emulsion
อิเล็กโทน	electone
แอฟทิทาไลต์	aphthitalite
แอสเตอริสก์	asterisk
อาร์แคไนต์	arcanite
แองเกอร์	anger
อลิซ	alice
เอชทีซี	htc
โอเพนซอร์ส	open source
อัพเกรด	upgrade
เอนทิตี	entity
แอสทาทีน	astatine
อาเรีย	aria
โอเชียน	ocean
ออนซ์	ounce
แองกลีไซต์	anglesite
เอเดรียน	adrian
ออร์กาไนเซอร์	organizer
แอซีทัลดีไฮด์	acetaldehyde
แอนเจไลต์	angelite
อาร์มแชร์	armchair
อะราโกไนต์	aragonite
เอนเจล	angel
เอเจนต์	agent
แอปเปิล	apple
ออร์เซไลต์	orcelite
อาร์เซนัล	arsenal
แอนฟีลด์	anfield
แองเคอร์	anchor
อะมีบา	amoeba
แอบสแตร็กต์	abstract
อิดดิงไซต์	iddingsite
อะดอนิส	adonis
อัปเดต	update
ออกซิเดชัน	oxidation
โอพอล	opal
แอร์บัส	airbus
แองเคอไรต์	ankerite
แอลโลเฟน	allophane
ออฟไลน์	offline
ออนไลน์	online
อินดิเคเตอร์	indicator
เอ็กซ์ตรีม	extreme
แอลิไบ	alibi
อเมซอน	amazon
อินโฟกราฟิก	infographic
เอบราแฮม	abraham
โอโซน	ozone
โอห์มมิเตอร์	ohmmeter
อะกัลมาโทไลต์	agalmatolite
โอลิวีน	olivine
เอบ	abe
อินดิโคไลต์	indicolite
แอนโทนีโอ้	antonio
อารบิก	arabic
อะดูลาเรีย	adularia
อาร์ฟเวดโซไนต์	arfvedsonite
เอลเบไอต์	elbaite
แอนโชวี	anchovy
อิแลสโมซอรัส	elasmosaurus
อิลไลต์	illite
แอดมิน	admin
อะโดบี	adobe
แอพ	app
อีเมลล์	email
เอ็นเอฟที	nft
อังสตรอม	angstrom
เอ็มวี	mv
เอปซอไมต์	epsomite
โอซุมิไลต์	osumilite
เอการ์	agar
แอสเตอรอยด์	asteroid
อาเซียน	asean
อินเนอร์	inner
แอมโมเนีย	ammonia
เอสเอ็มเอส	sms
อาร์คีอ็อปส์เทริกซ์	archaeopteryx
แอมะซอไนต์	amazonite
แอมบิชัน	ambition
เอบราฮัม	abraham
อาร์เซนต์ซูเมไบต์	arsentsumebite
เอทีเอ็ม	atm
อลิสัน	alison
อัปเกรด	upgrade
อีริค ชมิดต์	eric schmidt
โอลิโกเคลส	oligoclase
แอมแปร์	ampere
อะลอง	along
เอเอ็มดี	amd
อิเล็คทรอนิกส์	electronics
เอนไซม์	enzyme
อะโรมา	aroma
แอมบลิโกไนต์	amblygonite
อัพเดท	update
ไอโอที	iot
อาโวคาโด	avocado
เอเคอร์	acre
เอลพิไดต์	elpidite
แอร์รี่	airy
อินโยไอต์	inyoite
อาลมอนด์	almond
อาร์ม	arm
อัลล์มันไนต์	ullmannite
ออริคาลไซต์	aurichalcite
อาควา	aqua
ออร์ไทต์	orthite
ไอบีเอ็ม	ibm
อะโซโพรไอต์	azoproite
อิกวาโนดอน	iguanodon
เอดมอนโทซอรัส	edmontosaurus
แอมนีชา	amnesia
แอสเบสทอส	asbestos
เอไอเอส	ais
อาร์จิโรไดต์	argyrodite
เอ็มเอ็มเอส	mms
แอดิโพส	adipose
แอกนิส	agnes
อวทาร์	avatar
เอทิลีนออกไซด์	ethylene oxide
อะนาเทส	anatase
ออร์แกนิก	organic
เอกซ์ปอตส์	exports
แอสโทรฟิลไลต์	astrophyllite
แอป	app
เอไอ เอนเนอร์จี	ai energy
ออมฟาไซต์	omphacite
แอลไบต์	albite
เอเจนซี	agency
อาร์เทอไรต์	arthurite
แอโดเลสเซนต์	adolescent
อาร์โก	argot
เอนไซม์แอมีโลไลติก	amylolytic enzyme
อีโอสฟอไรต์	eosphorite
อีเบย์	ebay
เอกซ์คลูซิฟ	exclusive
เอนเจิล	angel
อาร์กอน	argon
เอนสตาไทต์	enstatite
เอโมไซต์	amosite
แองเกลอร์	angler
แอนิเมเตอร์	animator
เอเมน	amen
แอรีส	aries
แอลลีย์	alley
โอ๊ก	oak
แอนติออกซิแดนต์	antioxidant
อีเดไนต์	edenite
อินดิโกไลต์	indigolite
อะซูไรต์	azurite
แอไจล์	agile
แอโครแบ็ต	acrobat
ไอพ็อด	ipod
อาร์เซโนไพไรต์	arsenopyrite
แอเชอร์	azure
เอเลียน	alien
ไอโดเครส	idocrase
เอพิสติลไบต์	epistilbite
อาฟเตอร์	after
เอมโบไลต์	embolite
อีเธอเรียม	ethereum
อะทาคาไมต์	atacamite
อูราไลต์	uralite
แอรอน	aaron
อะลัม	alum
แอมฟิโบล	amphibole
เอกมาไนต์	ekmanite
อีบุ๊ก	ebook
อิริเดียม	iridium
เอพิโดต	epidote
ไอเทม	item
อัพเดต	update
อัลติเมต	ultimate
แอบโซลูต	absolute
ออปติซอร์บ	optisorb
อิมเมจ	image
แอ็กทิเวต	activate
เอ็นเอฟซี	nfc
แอมมิเตอร์	ammeter
แอนดีซีน	andesine
เอเมอรี	emery
แอนทิเพอร์ไทต์	antiperthite
เอแจ็กซ์	ajax
อูบุนตู	ubuntu
แอมนีเซีย	amnesia
อินฟราเรด	infrared
แอลิซ	alice
แอลแพกา	alpaca
อะความารีน	aquamarine
ไอซ์สเกต	ice skate
เอเนอร์จี	energy
แอนอกไซต์	anauxite
โอห์ม	ohm
อะโดนิส	adonis
อูราลบอไรต์	uralborite
เอ็กเซอร์ไซส์	exercise
ออเจไลต์	augelite
แอปพลิเคชัน	application
อินทราเน็ต	intranet
แอ็กทิฟ	active
อะโลน	alone
โอลิมปิก	olympic
แอนโทนี่	anthony
แอเมทิสต์	amethyst
แอโนด	anode
เอกซ์เทนซิฟ	extensive
อัลตราซาวนด์	ultrasound
เอนด์	end
ไอเดีย	idea
ออสเมียม	osmium
อินดัสตรี	industry
อีคอมเมิร์ซ	ecommerce
ไอโซโทป	isotope
แอลมันดัน	almandine
อัลฟ่า	alpha
อัลปากา	alpaca
อาร์เคน	arcane
อาเมน	amen
อีสเตอร์	eeaster
อิหม่าม	imam
แอนดาลูไซต์	andalusite
เอพิดิดิไมต์	epididymite
อะนีเมีย	anaemia
อะพาไทต์	apatite
อินบ็อกซ์	inbox
เอมเพลกไทต์	emplectite
ไอคอน	icon
แอนะล็อก	analogue
อิเวนต์	event
โอท๊อป	otop
เอ็กซ์บ็อกซ์	xbox
ไอน์สไตเนียม	einsteinium
แอดัม	adam
อาการ์	agar
โอเคไนต์	okenite
อัลบั้ม	album
อลิสซาเบธ	elizabeth
ออทิสติก	autism
โอวิแร็ปเตอร์	oviraptor
โอลิเวไนต์	olivenite
อีเมล์	email
อาบิเกล	abigail
อีจิส	aegis
อินเทอร์เน็ต	internet
อัลเบิร์ดไอน์สไตน์	albert einstein
อิเนไซต์	inesite
อะเมซิง	amazing
ออสบอร์ไนต์	osbornite
เอาต์คัม	outcome
เอ็นเตอร์เทนเมนต์	entertainment
แอนิเมชัน	animation
อีจิรีน	aegirite
แอนนาเบอร์ไกต์	annabergite
ไอออน	ion
อะดรีนาลิน	adrenalin
อิลเมไนต์	ilmenite
อาแคนไทต์	acanthite
เอเจ แอดวานซ์ เทคโนโลยี	aj advance technology
อีเลิร์นนิง	elearning
อาแรบิกา	arabica
แอนดราไดต์	andradite
แอตทาพุลไกต์	attapulgite
เอต์ทรินไกต์	ettringite
อาร์เมอร์	armor
ออตเทรไลต์	ottrelite
อามอนด์	almond
ไอจี	ig
แอโลเวียรา	aloe vera
อีเทอร์	ether
ออทูไนต์	autunite
โอเปอเรเตอร์	operator
อิดิชัน	edition
ออฟฟิซ	office
เอสเพรสโซ่	espresso
อลิส	alice
อัปโหลด	upload
แอ็ป	app
เอไอจี	aig
แอสไพริน	aspirin
เอโรบิก	aerobic
เอฟเฟ็กต์	effect
เอทิลแอลกอฮอล์	ethyl alcohol
ออร์โทเคลส	ortoclase
แอดเวิร์บ	adverb
อีเลกทรัม	electrum
แอดาไมต์	adamite
อินเตอร์คอม	intercom
อาร์ทิไนต์	artinite
อินเตอร์เฟส	interface
ออฟเฟรไทต์	offretite
อิกวานา	iguana
อินบอกซ์	inbox
อีบุ๊ก	ebook
แอนดรอยด์	android
อิตโทรแทนทาไลต์	yttrotantalite
อะนาลไซต์	analcite
ออร์เดอร์	order
แองกรี	angry
เอกซ์เอ็มแอล	xml
อะนู	anew
แอริด	arid
อะแควเรียส	aquarius
เอพิสโตไลต์	epistolite
เอ็นเฮชเอส	nhs
แอนติเจน	antigen
เอนไซม์แอมีเลส	amylase enzyme
แอนเทิลไรต์	antlerite
โอเค	ok
อโดบี	adobe
ไอโอไลต์	iolite
อะซูร์มาลาไคต์	azurmalachite
เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์	ncl international logistics
แอโลเวรา	aloe vera
แอฟเฟล็ก	affleck
อีออน	aeon
โฮมสเตย์	homestay
ไฮยาไลต์	hyalite
เฮ้	hey
แฮม	ham
ฮอป	hop
แฮกมาไนต์	hackmanite
โฮไพต์	hopeite
ฮิวโรไลต์	hureaulite
ฮอร์นเบลนด์	hornblende
ฮาโรลด์	harold
เฮดิเฟน	hedyphane
แฮงเอาต์	hangout
เฮดสแตนด์	headstand
ฮีลิโอโทรป	heliotrope
ไฮโพคลอไรต์	hypochlorite
ฮาโลวีน	halloween
เฮลิคอปเตอร์	helicopter
ฮาร์ดดิสก์	hard disk
เฮาส์มันไนต์	hausmannite
ฮอลันดา	hollanda
เฮกตาร์	hectare
แฮฟเนียม	hafnium
เฮฟวีเวต	heavyweight
ฮอลแลนด์	holland
ฮาร์ต	heart
โฮลเมียม	holmium
ฮินส์ดาไลต์	hinsdalite
เฮเลน่า	helena
ฮีเซลวูไดต์	heazlewoodite
ฮาเร็ม	harem
ฮันไทต์	huntite
เฮสโซไนต์	hessonite
ฮอลลีวูด	hollywood
ไฮเพอร์สทีน	hypersthene
ไฮโดรซิงไคต์	hydrozincite
ฮาลโลวีน	halloween
แฮมเตอร์	hamster
ฮิปโปโปเตมัส	hippopotamus
แฮปปีเบิร์ทเดย์	happy birthday
เฮดโฟน	headphone
ไฮโกรมิเตอร์	hygrometer
โฮโนลูลู	honolulu
ไฮยาไลน์	hyaline
ฮอยน์	hauyne
เฮเลน	helen
ไฮไฟ	hi–fi
ไฮดราร์จิลไลต์	hydrargillite
ไฮไลท์	highlight
ไฮดรอกซิลอะพาไทต์	hydroxylapatite
ฮีเวลไลต์	whewellite
ฮิวไมต์	humite
ไฮโดรคาร์บอน	hydrocarbon
ไฮโดรมิเตอร์	hydrometer
เฮลิโอดอร์	heliodor
เฮกเทอไรต์	hectorite
ฮาร์ดไดรฟ์	hard drive
ไฮยาซินท์	hyacinth
ไฮโดรเจนเพอร์ออกไซด์	hydrogen peroxide
ฮัสเซียม	hassium
แฮนด์แซนิไทเซอร์เจล	hand sanitizer gel
เฮิบเนอไรต์	huebnerite
ฮีโร	hero
แฮนด์บอล	handball
เฮอร์เดอไรต์	herderite
ฮอกกี้	hockey
ไฮโดรบอราไซต์	hydroboracite
ไฮดรอกซิลบาสต์เนไซต์	hydroxylbastnasite
แฮชแท็ก	hashtag
ไฮโดรเฟน	hydrophane
ฮาลลอยไซต์	halloysite
ฮอดจ์คินซอไนต์	hodgkinsonite
ฮิปฮอป	hip hop
เฮสทิงไซต์	hastingsite
เฮลท์แคร์	healthcare
เฮอร์ซิไนต์	hercynite
เฮโรอีน	heroin
ฮอร์โมน	hormone
แฮรี่	harry
เฮโมโกลบิน	haemoglobin
ฮีมาทีน	hematine
แฮมเบอร์ไกต์	harmotome
ไฮยีนา	hyaena
แฮร์รี่ พอตเตอร์	harry potter
แฮปปี	happy
ไฮโดรพอนิกส์	hydroponics
ฮาร์ดดิสก์	harddisk
ฮั่น	hun
แฮกเกอร์	hacker
ไฮโดรแมกนีไซต์	hydromagnesite
ฮิสทรี	history
โฮสต์	host
ไฮโดรเจน	hydrogen
ไฮยาโลเฟน	hyalophane
ฮีมาไทต์	hematite
ไฮบริด	hybrid
ฮิพฮอพ	hip hop
ฮาร์โมโทม	harmotome
ไฮไลต์	highlight
เฮลไวต์	helvite
เฮมิมอร์ไฟต์	hemimorphite
ฮาวาย	hawaii
เฮสไซต์	hessite
ฮับ	hub
เฮไลต์	halite
